CustomerKey,First Name,Last Name,DOB,Gender,Income,DateFirstPurchase,Customer City
13138,Teresa,Alonso,1965-12-09,Female,70000.00,2022-02-02,South Melbourne
13139,Carmen,Perez,1967-02-05,Female,70000.00,2021-06-09,Lane Cove
13140,Jamie,Zhu,1958-10-08,Female,40000.00,2022-07-23,Findon
13141,Walter,Hernandez,1959-04-07,Male,40000.00,2022-10-15,Silverwater
13142,Xavier,Moore,1980-09-19,Male,40000.00,2020-12-31,Novato
13143,Hannah,Jackson,1980-08-05,Female,40000.00,2022-08-02,Langford
13144,Destiny,Stewart,1982-02-24,Female,40000.00,2022-03-06,Royal Oak
13145,Gilbert,Xu,1981-07-21,Male,40000.00,2022-11-04,Cheektowaga
13146,Gabriella,Ramirez,1981-11-12,Female,40000.00,2022-05-18,Beaverton
13147,Cedric,Lin,1986-02-20,Male,30000.00,2022-06-06,Burbank
13148,Tyler,Anderson,1985-09-29,Male,30000.00,2022-03-18,Westminster
13149,Linda,Ferrier,1957-02-14,Female,10000.00,2022-04-07,Gold Coast
13150,Lacey,Yang,1942-12-08,Female,30000.00,2022-07-02,North Ryde
13151,Ethan,Moore,1984-06-04,Male,40000.00,2022-12-04,Long Beach
13152,Gabrielle,Butler,1983-08-16,Female,40000.00,2021-01-14,Oakland
13153,Jack,Hill,1985-04-16,Male,40000.00,2022-02-12,Burien
13154,Aaron,Lal,1985-01-18,Male,40000.00,2022-11-05,Edmonds
13155,Jay,Gutierrez,1950-04-07,Male,60000.00,2022-03-13,South Melbourne
13156,Bradley,Lal,1951-07-03,Male,30000.00,2021-06-18,Caloundra
13157,Heidi,Gonzalez,1945-08-22,Female,30000.00,2022-08-30,Findon
13158,Casey,Xu,1946-09-11,Female,40000.00,2022-02-05,Springwood
13159,Roberto,Ramos,1947-04-13,Male,40000.00,2022-07-27,Sunbury
13160,Willie,Xu,1948-08-06,Male,70000.00,2021-06-24,Warrnambool
13161,Jose,Moore,1981-10-22,Male,40000.00,2021-01-09,Corvallis
13162,Nina,Nath,1981-10-20,Female,40000.00,2022-07-16,Concord
13163,Noah,Lopez,1981-09-06,Male,40000.00,2022-05-30,Daly City
13164,Olivia,Ward,1981-11-01,Female,40000.00,2022-06-30,Downey
13165,Wyatt,Walker,1982-03-21,Male,40000.00,2021-01-14,Lakewood
13166,Kyle,Chen,1981-09-10,Male,40000.00,2022-03-22,National City
13167,Mario,Tang,1980-01-01,Male,30000.00,2022-11-06,Concord
13168,Hannah,Price,1979-09-16,Female,30000.00,2022-09-26,Santa Monica
13169,Caleb,Griffin,1977-08-31,Male,80000.00,2022-06-05,Milwaukie
13170,Sebastian,Reed,1977-07-07,Male,80000.00,2022-03-28,Beverly Hills
13171,Catherine,Torres,1973-12-06,Female,80000.00,2022-01-30,National City
13172,Isabella,Cook,1974-03-18,Female,80000.00,2022-10-06,Lynnwood
13173,Dalton,Brooks,1974-03-14,Male,80000.00,2021-01-09,Corvallis
13174,Gabriella,Morris,1973-11-01,Female,80000.00,2021-01-17,Lake Oswego
13175,Noah,Smith,1973-08-09,Male,90000.00,2022-06-25,N. Vancouver
13176,Kurt,Chander,1973-02-28,Male,130000.00,2021-01-28,Berkeley
13177,Taylor,Rogers,1968-08-26,Female,70000.00,2021-01-27,Milwaukie
13178,Megan,Gray,1968-10-15,Female,80000.00,2021-01-10,Woodburn
13179,Adrian,Sanchez,1947-12-17,Male,80000.00,2022-04-15,Sooke
13180,Leslie,Sanz,1947-08-22,Female,80000.00,2022-05-14,Burien
13181,Brian,Morgan,1948-06-21,Male,90000.00,2022-03-17,Imperial Beach
13182,Jeremy,Bennett,1953-11-14,Male,90000.00,2022-09-22,Olympia
13183,Christian,Jenkins,1948-01-18,Male,90000.00,2022-03-12,Spokane
13184,Miguel,Perez,1953-08-23,Male,90000.00,2022-10-17,Lebanon
13185,William,Lee,1948-06-26,Male,100000.00,2022-03-17,Langley
13186,Marcus,Sanders,1948-05-23,Male,110000.00,2022-05-09,Chula Vista
13187,Evan,Wright,1948-02-14,Male,110000.00,2022-04-30,Fremont
13188,Anthony,Davis,1947-07-20,Male,120000.00,2022-10-12,Puyallup
13189,Gloria,Romero,1953-03-31,Female,120000.00,2021-01-20,Concord
13190,Jonathan,Diaz,1947-08-09,Male,120000.00,2021-01-10,Burbank
13191,Emma,Rodriguez,1954-07-14,Female,90000.00,2022-08-30,Redwood City
13192,Hunter,Martinez,1948-09-12,Male,110000.00,2022-11-09,San Carlos
13193,Kevin,Evans,1948-11-05,Male,110000.00,2022-07-06,Mill Valley
13194,Kevin,Carter,1949-02-23,Male,110000.00,2022-09-19,Burlingame
13195,Aaron,Perry,1960-05-23,Male,110000.00,2022-04-09,San Francisco
13196,Kimberly,Sanders,1954-10-29,Female,110000.00,2022-10-08,Issaquah
13197,Katherine,Smith,1949-06-25,Female,120000.00,2022-04-07,N. Vancouver
13198,Cindy,Gray,1949-04-14,Female,120000.00,2022-02-23,Metchosin
13199,Timothy,Stewart,1948-12-22,Male,130000.00,2022-01-28,Vancouver
13200,Jessica,Miller,1949-01-06,Female,130000.00,2022-11-10,San Diego
13201,Nicholas,Davis,1950-02-20,Male,70000.00,2022-07-16,Sooke
13202,Natasha,Romero,1949-10-17,Female,70000.00,2021-01-08,Colma
13203,Bailey,Bell,1949-10-10,Female,70000.00,2021-01-28,Olympia
13204,Savannah,Parker,1955-08-04,Female,70000.00,2022-11-04,Imperial Beach
13205,Jerome,Torres,1950-02-06,Male,70000.00,2021-01-19,Canoga Park
13206,Emily,Flores,1956-06-18,Female,70000.00,2022-02-17,Vancouver
13207,Kenneth,Rai,1956-10-07,Male,70000.00,2022-10-06,Chula Vista
13208,Cassidy,Bryant,1951-04-01,Female,70000.00,2020-12-31,Concord
13209,Alexandria,Bailey,1951-01-14,Female,60000.00,2022-08-31,Langford
13210,Ethan,Simmons,1950-11-24,Male,60000.00,2020-12-31,Redwood City
13211,James,Jai,1951-06-11,Male,60000.00,2023-01-19,Beaverton
13212,Logan,Phillips,1951-02-07,Male,60000.00,2021-01-27,Long Beach
13213,Courtney,King,1951-08-30,Female,60000.00,2022-03-08,Walla Walla
13214,Elijah,Adams,1952-06-19,Male,60000.00,2021-01-11,Seattle
13215,Colleen,Sharma,1951-10-29,Female,60000.00,2022-08-12,Carrollton
13216,Mary,Mitchell,1952-03-14,Female,60000.00,2022-05-08,Fremont
13217,Julian,Alexander,1957-04-22,Male,60000.00,2022-09-17,Langford
13218,Melissa,Bryant,1951-07-28,Female,60000.00,2022-11-02,Chula Vista
13219,Rafael,Shan,1951-08-22,Male,60000.00,2022-10-05,Concord
13220,Isabella,Hernandez,1952-01-25,Female,70000.00,2020-12-31,Newport Beach
13221,Madeline,Hall,1952-06-04,Female,70000.00,2021-01-18,Lincoln Acres
13222,Arturo,Liu,1951-08-30,Male,70000.00,2022-03-22,Cliffside
13223,Noah,Lee,1952-01-06,Male,70000.00,2022-10-25,Imperial Beach
13224,Amanda,Brooks,1951-08-11,Female,70000.00,2021-01-22,Kirkland
13225,Jésus,Suarez,1952-12-19,Male,60000.00,2021-01-09,Berkeley
13226,Jenna,Mitchell,1952-09-09,Female,60000.00,2021-01-04,Walla Walla
13227,Alexander,Wilson,1952-11-21,Male,60000.00,2022-04-14,Chula Vista
13228,Thomas,Sanchez,1952-10-28,Male,60000.00,2022-07-26,Colma
13229,Dylan,Wang,1953-02-02,Male,70000.00,2022-07-03,Woodburn
13230,Chloe,Bryant,1952-09-07,Female,70000.00,2021-01-14,Olympia
13231,Alexia,Ross,1954-04-10,Female,40000.00,2022-04-24,Langley
13232,Kaitlyn,Baker,1954-04-19,Female,60000.00,2022-09-07,Lebanon
13233,Richard,Coleman,1954-06-04,Male,60000.00,2021-02-19,Marysville
13234,Robert,Lewis,1959-08-19,Male,60000.00,2022-01-31,Puyallup
13235,Jonathan,Robinson,1954-03-22,Male,60000.00,2022-02-18,Woodburn
13236,Robert,Wang,1953-11-22,Male,60000.00,2022-10-20,Beverly Hills
13237,Devin,Stewart,1953-10-20,Male,70000.00,2021-02-16,Torrance
13238,John,Williams,1954-04-25,Male,70000.00,2021-02-06,Torrance
13239,Matthew,Thomas,1960-04-11,Male,40000.00,2022-05-24,N. Vancouver
13240,Blake,Foster,1960-11-05,Male,60000.00,2022-08-31,Chula Vista
13241,Natalie,Ward,1961-01-01,Female,40000.00,2022-09-04,Victoria
13242,Kyle,Yang,1961-05-05,Male,70000.00,2022-10-09,Los Angeles
13243,Alyssa,Davis,1957-05-12,Female,70000.00,2021-02-05,Lake Oswego
13244,Jose,Sharma,1957-04-20,Male,70000.00,2022-10-10,Puyallup
13245,Angel,Scott,1956-12-21,Male,60000.00,2022-07-07,Salem
13246,Hailey,Perez,1957-07-25,Female,60000.00,2021-01-29,Long Beach
13247,Zachary,Chen,1963-05-11,Male,60000.00,2021-02-13,Burbank
13248,Isabella,Martinez,1957-09-03,Female,60000.00,2021-01-30,Edmonds
13249,Ryan,Perry,1958-01-18,Male,70000.00,2022-04-10,Shawnee
13250,Jordan,King,1963-02-19,Female,70000.00,2021-02-20,Santa Cruz
13251,Raymond,Malhotra,1974-08-12,Male,130000.00,2021-11-01,Esher-Molesey
13252,Bianca,Lu,1963-12-31,Female,130000.00,2021-11-10,London
13253,Carly,Xie,1974-11-13,Female,130000.00,2021-11-02,London
13254,Beth,Gomez,1963-07-23,Female,150000.00,2021-12-11,Milton Keynes
13255,Lance,Blanco,1962-09-23,Male,130000.00,2021-12-02,Saarbrücken
13256,Abby,Subram,1963-05-13,Female,130000.00,2021-12-13,Essen
13257,Jon,Chander,1963-01-03,Male,130000.00,2020-01-13,Hof
13258,Anne,Dominguez,1962-08-31,Female,130000.00,2020-01-05,Kassel
13259,Allen,Garcia,1963-05-07,Male,130000.00,2020-01-23,Münster
13260,James,Flores,1963-04-08,Male,130000.00,2020-01-17,Neunkirchen
13261,Lindsey,Andersen,1962-10-03,Female,130000.00,2020-01-08,Paderborn
13262,Jaime,Nara,1963-04-20,Male,150000.00,2022-03-22,High Wycombe
13263,Kate,Anand,1961-10-22,Female,110000.00,2020-11-13,Roncq
13264,Melanie,Sanchez,1961-11-20,Female,120000.00,2020-01-03,Ingolstadt
13265,Luke,Adams,1961-07-21,Male,120000.00,2020-01-11,Paderborn
13266,Samuel,Wang,1962-01-11,Male,70000.00,2022-03-20,Long Beach
13267,Matthew,Moore,1937-09-02,Male,30000.00,2022-04-11,Haney
13268,Katherine,Parker,1938-01-21,Female,40000.00,2022-02-13,Victoria
13269,Rachel,Martin,1937-09-05,Female,50000.00,2021-02-12,Lynnwood
13270,Mason,Baker,1939-04-26,Male,50000.00,2022-09-27,Cliffside
13271,Ryan,Anderson,1939-06-19,Male,50000.00,2022-09-15,Port Hammond
13272,Jordan,Gonzalez,1938-10-12,Female,90000.00,2022-10-29,Oregon City
13273,Elizabeth,Lee,1938-08-01,Female,110000.00,2021-02-25,Coronado
13274,Joshua,Lee,1970-10-01,Male,90000.00,2021-01-31,Ballard
13275,Carlos,Murphy,1971-02-24,Male,100000.00,2022-02-10,Everett
13276,Sarah,Johnson,1976-03-16,Female,100000.00,2022-12-04,Everett
13277,Nathan,Brown,1971-02-22,Male,100000.00,2021-02-16,Salem
13278,Jorge,Hu,1971-05-09,Male,110000.00,2021-02-26,Chula Vista
13279,Rachel,Howard,1971-05-02,Female,130000.00,2021-02-02,Palo Alto
13280,Bailey,Adams,1981-02-12,Female,90000.00,2021-02-22,Kirkland
13281,Brent,Li,1975-05-14,Male,110000.00,2023-01-10,Burbank
13282,Madison,Price,1980-12-08,Female,120000.00,2022-11-27,Burlingame
13283,Dakota,Griffin,1962-06-19,Male,80000.00,2021-02-05,Lebanon
13284,Victoria,Butler,1962-02-07,Female,80000.00,2022-04-03,Langford
13285,Kara,Chavez,1968-12-07,Female,80000.00,2022-02-06,Cliffside
13286,Hannah,Rodriguez,1974-10-06,Female,90000.00,2021-02-10,Milwaukie
13287,Brandon,Rodriguez,1969-03-02,Male,110000.00,2021-02-11,Burbank
13288,Jackson,Lopez,1980-03-15,Male,120000.00,2021-02-26,Grossmont
13289,Alexandria,Coleman,1978-08-22,Female,70000.00,2022-07-09,Cliffside
13290,Jordan,Campbell,1967-12-30,Male,80000.00,2022-04-21,Sooke
13291,Nina,Xu,1967-08-25,Female,80000.00,2022-05-25,Branson
13292,Paula,Carlson,1973-08-08,Female,90000.00,2021-02-18,Burien
13293,Barbara,Lu,1968-01-10,Female,110000.00,2022-07-20,Chula Vista
13294,Cassidy,Hughes,1966-12-09,Female,80000.00,2022-10-06,Edmonds
13295,Jasmine,Jackson,1972-10-19,Female,90000.00,2023-01-23,Portland
13296,Seth,Anderson,1966-11-18,Male,110000.00,2022-03-27,Beverly Hills
13297,Arthur,Rubio,1966-12-20,Male,110000.00,2022-07-26,Chula Vista
13298,Anna,Harris,1972-07-23,Female,130000.00,2021-02-19,Lincoln Acres
13299,Vanessa,Ross,1967-04-14,Female,130000.00,2021-02-25,Palo Alto
13300,Timothy,Hernandez,1966-09-03,Male,60000.00,2022-08-30,Redmond
13301,Angela,Stewart,1966-01-30,Female,60000.00,2022-09-15,Sedro Woolley
13302,Cole,Torres,1961-02-14,Male,60000.00,2022-03-01,Oakland
13303,Jonathan,Martinez,1966-09-30,Male,70000.00,2022-05-03,Oak Bay
13304,Sara,Peterson,1961-06-24,Female,70000.00,2021-02-26,Tacoma
13305,Oscar,Alexander,1971-09-18,Male,70000.00,2022-05-04,Puyallup
13306,Kaitlyn,Cox,1961-05-27,Female,70000.00,2022-12-16,Santa Monica
13307,Michelle,Stone,1940-11-09,Female,100000.00,2022-06-04,Downey
13308,Kaitlyn,King,1941-09-15,Female,60000.00,2022-04-27,Walla Walla
13309,Angela,Sanders,1947-05-18,Female,90000.00,2022-04-19,El Cajon
13310,Miguel,Barnes,1966-05-18,Male,100000.00,2022-03-13,Puyallup
13311,Isabella,Reed,1965-09-23,Female,100000.00,2022-12-25,Renton
13312,Natalie,Jenkins,1965-11-17,Female,110000.00,2022-07-22,Chula Vista
13313,Megan,Stone,1971-09-07,Female,120000.00,2022-03-13,Glendale
13314,Jordan,Hernandez,1966-01-31,Male,120000.00,2021-02-16,Grossmont
13315,Lucas,Thomas,1959-10-01,Male,80000.00,2021-02-25,Imperial Beach
13316,Angel,Rivera,1959-10-15,Male,80000.00,2021-02-24,Bellflower
13317,Jeremiah,Long,1960-03-08,Male,60000.00,2022-11-23,Los Angeles
13318,Amber,Perez,1959-08-25,Female,60000.00,2022-02-12,Sooke
13319,Charles,Howard,1959-08-30,Male,70000.00,2021-02-02,Marysville
13320,Jasmine,Jones,1958-11-15,Female,70000.00,2022-02-26,Grossmont
13321,Arianna,Barnes,1959-04-18,Female,70000.00,2022-12-30,Portland
13322,Elizabeth,Patterson,1958-11-19,Female,70000.00,2022-05-09,Olympia
13323,Adam,Adams,1958-09-19,Male,70000.00,2022-12-13,Newport Beach
13324,Florian,Stiller,1943-03-20,Female,130000.00,2021-02-07,Santa Monica
13325,Marcus,Wright,1943-07-04,Male,90000.00,2021-02-04,Burbank
13326,Bob,Fernandez,1944-02-13,Male,130000.00,2021-02-04,Beverly Hills
13327,Isabelle,Russell,1944-01-08,Female,170000.00,2022-07-20,Bellingham
13328,Albert,Serrano,1945-01-13,Male,80000.00,2022-04-13,Cliffside
13329,Jake,Wang,1944-09-01,Male,90000.00,2021-02-11,Chula Vista
13330,Maria,Patterson,1945-05-01,Female,100000.00,2022-04-02,Shawnee
13331,Lauren,Diaz,1945-05-21,Female,130000.00,2022-07-12,Imperial Beach
13332,Neil,Alonso,1946-04-02,Male,90000.00,2022-10-17,Colma
13333,Tara,Chander,1945-08-12,Female,90000.00,2022-09-24,Concord
13334,Melanie,Rivera,1945-10-18,Female,90000.00,2022-07-31,Beaverton
13335,Alyssa,Barnes,1951-02-17,Female,90000.00,2022-11-30,Lakewood
13336,Deanna,Gill,1946-04-20,Female,100000.00,2022-04-08,Colma
13337,Lauren,Cox,1953-05-05,Female,80000.00,2022-06-06,Sedro Woolley
13338,Jada,Carter,1953-08-08,Female,90000.00,2023-01-26,Santa Cruz
13339,Nicole,Clark,1947-07-19,Female,90000.00,2022-02-09,Santa Cruz
13340,Natalie,Edwards,1947-10-31,Female,90000.00,2021-02-18,Berkeley
13341,Lucas,King,1948-03-14,Male,90000.00,2022-02-15,Long Beach
13342,Brandon,Jackson,1947-12-15,Male,90000.00,2022-11-07,Coronado
13343,Melanie,Bradley,1953-09-21,Female,90000.00,2022-05-06,Westminster
13344,Caitlin,Reed,1948-03-10,Female,110000.00,2022-05-02,Puyallup
13345,Dalton,Butler,1947-08-30,Male,130000.00,2022-05-22,N. Vancouver
13346,Gregory,Chande,1948-11-22,Male,110000.00,2021-02-18,Beaverton
13347,Rachel,Hall,1948-07-01,Female,120000.00,2022-06-05,Novato
13348,Noah,Young,1948-08-18,Male,130000.00,2021-02-05,Lincoln Acres
13349,Kaitlyn,Gonzalez,1949-04-04,Female,130000.00,2022-02-13,Newport Beach
13350,Isaac,Sandberg,1949-03-02,Male,170000.00,2022-04-18,Shawnee
13351,Mariah,Cox,1949-10-25,Female,70000.00,2021-02-19,Issaquah
13352,Joseph,Davis,1955-03-03,Male,70000.00,2022-06-21,La Jolla
13353,Jordyn,Coleman,1955-09-22,Female,60000.00,2021-02-22,Lynnwood
13354,Eric,Campbell,1955-11-08,Male,70000.00,2021-02-25,Seattle
13355,Jackson,Jai,1950-03-24,Male,70000.00,2021-02-12,Puyallup
13356,Stefanie,Prasad,1950-11-04,Female,60000.00,2022-10-16,Bellingham
13357,Blake,Gonzales,1951-03-27,Male,60000.00,2021-02-05,El Cajon
13358,Alexandra,Edwards,1950-12-13,Female,60000.00,2022-09-20,Metchosin
13359,Ian,Wood,1951-03-02,Male,60000.00,2021-01-30,Downey
13360,Jada,Cook,1951-07-03,Female,60000.00,2022-02-04,Concord
13361,Cameron,Jai,1952-02-29,Male,60000.00,2021-02-25,Lake Oswego
13362,Destiny,Morgan,1962-08-08,Female,60000.00,2021-02-04,Bellflower
13363,Sydney,Allen,1951-12-14,Female,70000.00,2022-02-28,Woodburn
13364,Natalie,Anderson,1952-04-01,Female,70000.00,2022-05-15,Bellflower
13365,Luke,Shan,1957-09-21,Male,70000.00,2022-09-11,Concord
13366,Austin,Davis,1957-05-06,Male,70000.00,2022-05-26,Westminster
13367,Savannah,Edwards,1952-10-11,Female,70000.00,2021-02-27,Lynnwood
13368,Kyle,Henderson,1969-12-18,Male,70000.00,2022-10-26,Renton
13369,Mariah,Henderson,1953-02-13,Female,80000.00,2021-02-02,Edmonds
13370,Blake,Ross,1959-03-19,Male,60000.00,2022-11-18,Oregon City
13371,Sydney,Gonzales,1959-11-17,Female,60000.00,2022-08-06,Salem
13372,Isaac,Edwards,1954-05-28,Male,60000.00,2022-02-04,Yakima
13373,Michelle,Murphy,1953-09-01,Female,60000.00,2022-03-31,Beverly Hills
13374,Marco,Martinez,1959-05-17,Male,60000.00,2022-10-13,Burlingame
13375,Jason,Kumar,1953-10-09,Male,60000.00,2022-12-03,Colma
13376,Jerry,Rai,1959-08-31,Male,60000.00,2022-09-26,Concord
13377,Thomas,Hernandez,1953-09-13,Male,70000.00,2022-05-01,Santa Cruz
13378,Alexandra,Bailey,1959-09-14,Female,70000.00,2021-01-31,Woodland Hills
13379,Bailey,Morris,1954-11-11,Female,60000.00,2022-07-17,Sedro Woolley
13380,Katherine,Scott,1955-04-24,Female,60000.00,2021-02-01,Bellflower
13381,Vanessa,Jenkins,1960-03-18,Female,60000.00,2022-07-24,Coronado
13382,Richard,Rogers,1960-02-01,Male,70000.00,2021-02-12,Santa Monica
13383,Natalie,Wright,1961-09-29,Female,60000.00,2021-01-31,Beaverton
13384,Mario,Ashe,1956-04-23,Male,60000.00,2021-02-04,Bremerton
13385,Danielle,Cook,1956-05-26,Female,60000.00,2021-02-23,Issaquah
13386,Samuel,Patterson,1955-07-26,Male,60000.00,2022-10-02,Lebanon
13387,Miranda,Jenkins,1955-09-18,Female,60000.00,2022-11-02,Berkeley
13388,Marshall,Shen,1955-12-11,Male,60000.00,2022-03-05,Burlingame
13389,Madison,Thomas,1956-05-19,Female,70000.00,2022-11-30,Lemon Grove
13390,Julia,Collins,1955-11-23,Female,70000.00,2022-12-30,Novato
13391,Brenda,Malhotra,1956-08-26,Female,40000.00,2022-10-02,Burnaby
13392,Hunter,Parker,1956-10-30,Male,70000.00,2022-11-09,Beaverton
13393,Willie,Kumar,1956-10-15,Male,70000.00,2022-05-10,Beaverton
13394,Matthew,Clark,1956-09-11,Male,70000.00,2022-05-12,Beaverton
13395,Gabriel,Li,1957-01-11,Male,70000.00,2022-07-18,Bellingham
13396,David,Kumar,1956-12-24,Male,70000.00,2022-05-29,Olympia
13397,Adam,Mitchell,1962-04-04,Male,60000.00,2022-11-12,Redmond
13398,Logan,Ross,1973-09-12,Male,60000.00,2022-11-21,Sedro Woolley
13399,Edward,Young,1956-09-17,Male,60000.00,2022-11-08,Grossmont
13400,Julia,Thomas,1962-08-08,Female,60000.00,2021-02-26,Grossmont
13401,Erin,Bradley,1963-02-18,Female,60000.00,2021-02-28,Woodland Hills
13402,Gabriel,Turner,1957-09-25,Male,60000.00,2021-02-22,El Cajon
13403,Jennifer,Jackson,1957-10-30,Female,70000.00,2021-02-23,Woodburn
13404,Kelvin,Yang,1975-03-09,Male,130000.00,2021-12-16,London
13405,Ethan,Bryant,1963-04-04,Male,110000.00,2020-11-01,Roubaix
13406,Craig,Jiménez,1962-07-05,Male,130000.00,2020-01-28,Münster
13407,Cassandra,Rana,1963-04-06,Female,150000.00,2021-12-27,London
13408,Katherine,Gonzales,1962-10-06,Female,170000.00,2021-12-14,Peterborough
13409,Cory,Fernandez,1966-03-22,Male,110000.00,2022-10-22,Tremblay-en-France
13410,Jillian,Madan,1961-05-18,Female,110000.00,2022-06-07,Berlin
13411,Jacquelyn,Blanco,1960-12-30,Female,130000.00,2021-12-07,Berks
13412,Rafael,Zhao,1961-04-12,Male,130000.00,2022-12-09,Birmingham
13413,Fernando,Phillips,1938-05-18,Male,60000.00,2022-10-31,Portland
13414,Miguel,Wilson,1938-12-29,Male,80000.00,2022-05-06,Oregon City
13415,Marcus,Rogers,1938-10-04,Male,100000.00,2022-05-26,Beverly Hills
13416,Richard,Roberts,1944-11-16,Male,110000.00,2022-03-10,Fremont
13417,Ian,Cox,1938-09-07,Male,110000.00,2022-05-02,Long Beach
13418,Devin,Cox,1970-12-01,Male,90000.00,2022-05-05,Vancouver
13419,Lauren,Coleman,1970-12-21,Female,90000.00,2021-02-10,Bremerton
13420,Jordan,Turner,1971-01-30,Female,120000.00,2021-02-21,Grossmont
13421,Alyssa,Patterson,1970-12-21,Female,130000.00,2022-04-27,Santa Cruz
13422,Jacqueline,Washington,1982-03-13,Female,160000.00,2022-05-16,Spring Valley
13423,Alex,Peterson,1969-09-03,Male,80000.00,2022-07-24,Sooke
13424,Jasmine,Thomas,1981-03-16,Female,90000.00,2021-02-02,Corvallis
13425,Jose,Garcia,1970-01-03,Male,90000.00,2021-02-23,Edmonds
13426,Taylor,Williams,1969-12-10,Female,110000.00,2021-03-05,Bellflower
13427,Connor,Winston,1975-03-08,Male,130000.00,2022-05-21,Lincoln Acres
13428,Marcus,Ramirez,1970-06-09,Male,130000.00,2022-05-11,Novato
13429,Gabrielle,Washington,1969-08-03,Female,150000.00,2021-03-11,Palo Alto
13430,Edward,Griffin,1980-11-07,Male,150000.00,2022-03-22,Santa Monica
13431,Bryan,James,1962-01-31,Male,70000.00,2021-03-14,Tacoma
13432,Dalton,Wood,1978-06-14,Male,80000.00,2022-03-27,Ballard
13433,Jessie,Vazquez,1961-09-08,Female,90000.00,2021-03-18,Bellflower
13434,Kaitlyn,Wright,1940-06-03,Female,50000.00,2022-10-13,N. Vancouver
13435,Tracy,Pal,1940-03-16,Female,70000.00,2021-03-17,Beverly Hills
13436,Gail,Griffin,1968-07-03,Female,90000.00,2021-03-12,Issaquah
13437,Ethan,Flores,1974-08-22,Male,90000.00,2022-03-02,Port Orchard
13438,Chloe,Griffin,1969-04-21,Female,90000.00,2021-03-02,Redmond
13439,Arturo,Lin,1968-09-12,Male,110000.00,2022-05-18,Burlingame
13440,Sydney,Miller,1973-02-14,Female,80000.00,2022-05-12,Victoria
13441,Omar,Zhang,1973-05-10,Male,90000.00,2022-11-29,Bellingham
13442,Paula,Vazquez,1968-02-29,Female,90000.00,2021-03-18,Burien
13443,Jasmine,White,1968-01-07,Female,100000.00,2021-03-10,Lebanon
13444,Abby,Lopez,1967-11-02,Female,110000.00,2022-07-13,Beverly Hills
13445,Logan,Davis,1968-02-01,Male,120000.00,2022-11-14,Daly City
13446,Katelyn,Scott,1967-10-07,Female,120000.00,2021-03-01,El Cajon
13447,Destiny,Cox,1967-11-01,Female,130000.00,2021-03-26,Long Beach
13448,Catherine,Ward,1968-01-10,Female,130000.00,2022-06-01,Palo Alto
13449,Jerome,Diaz,1966-12-16,Male,80000.00,2021-03-12,Bremerton
13450,Victoria,Jones,1972-07-14,Female,90000.00,2021-04-28,Oregon City
13451,Robin,Browning,1972-06-23,Female,110000.00,2022-10-18,Burbank
13452,Kaitlyn,Evans,1966-09-10,Female,130000.00,2021-03-30,Glendale
13453,Amanda,Howard,1966-11-08,Female,130000.00,2021-04-08,Lincoln Acres
13454,Benjamin,Griffin,1966-08-17,Male,130000.00,2022-06-14,Long Beach
13455,Kaitlyn,Bryant,1972-08-06,Female,130000.00,2022-06-10,San Diego
13456,Sydney,Hernandez,1961-01-20,Female,80000.00,2021-04-14,Kirkland
13457,Eric,Henderson,1960-08-04,Male,60000.00,2022-08-05,W. Linn
13458,Joan,James,1961-03-02,Female,60000.00,2022-02-07,Bellingham
13459,Devin,Foster,1961-01-13,Male,60000.00,2022-11-11,San Diego
13460,Jasmine,Walker,1960-03-20,Female,80000.00,2022-05-01,Newton
13461,Anthony,Jones,1940-08-29,Male,130000.00,2021-03-30,Santa Cruz
13462,Jay,Sara,1947-11-07,Male,50000.00,2021-04-18,Bellingham
13463,Tammy,Sara,1942-02-01,Female,60000.00,2022-11-13,Bellflower
13464,Martha,Hu,1942-05-08,Female,70000.00,2021-04-19,Beverly Hills
13465,Sydney,Campbell,1941-07-04,Female,100000.00,2022-11-21,Long Beach
13466,Bryce,James,1965-12-18,Male,80000.00,2022-09-16,Langley
13467,Kristopher,Martinez,1966-01-02,Male,90000.00,2022-05-10,Bellingham
13468,Mariah,Sanders,1966-03-02,Female,100000.00,2021-04-24,Portland
13469,Bryce,Bailey,1966-04-09,Male,100000.00,2023-01-16,Tacoma
13470,Jaclyn,Jai,1966-06-16,Female,100000.00,2022-12-20,Bellflower
13471,Eric,Bryant,1965-09-30,Male,120000.00,2022-05-20,Grossmont
13472,Simon,Pearson,1960-02-08,Male,80000.00,2022-06-24,National City
13473,Logan,Hill,1959-09-02,Male,80000.00,2022-06-09,Coronado
13474,Elizabeth,Hall,1959-12-22,Female,60000.00,2022-05-07,Shawnee
13475,Charles,Allen,1959-11-02,Male,60000.00,2022-12-10,Redwood City
13476,Timothy,Hall,1960-02-18,Male,60000.00,2022-06-17,Santa Cruz
13477,Katherine,Wood,1959-12-26,Female,70000.00,2021-04-28,Imperial Beach
13478,Alexia,Coleman,1959-11-04,Female,70000.00,2021-04-13,Puyallup
13479,Katelyn,Rogers,1964-04-19,Female,70000.00,2022-08-23,Lemon Grove
13480,Anna,Rodriguez,1958-08-10,Female,70000.00,2022-05-20,Berkeley
13481,Hunter,Hernandez,1959-01-03,Male,70000.00,2023-01-10,Chula Vista
13482,Haley,Bryant,1963-09-16,Female,40000.00,2021-04-02,Berkeley
